prompt,should_abstain
How much does the driver make?,True
How much homeowners insurance is needed?,True
How much meat does the average vegan eat?,True
How much money do young kids make working gor non-profits?,True
How much money does a coach get paid?,True
How much money should the US send to other countries for disaster relief?,True
"How much of a threat do counterfeit drugs pose to public health, and what can be done to mitigate their impact?",True
How much of professional sports are fixed in some way or another?,True
How much ounces is a bottle?,True
How much revenue does the company bring in per year?,True
How much should I smoke to improve my long distance running?,True
How much snow will there be in Philadelphia next winter?,True
How much texture will texturizing spray give my hair?,True
How much weight should a person lift to not get injured?,True
How much will Amazon be worth in 2057?,True
How much will America's GDP rise over the next decade as a result of employee coaching incentives?,True
How much will I make working on the internet at the company?,True
How much would the average consumer pay for furniture made entirely from grass if it were designed by Ralph Lauren?,True
How shall a businessman can maintain good relationship with his clients?,True
How tall do trees grow?,True
How to achieve absolute zero experimentally?,True
How to create perfect analog noise cancellation?,True
How to effectively repel all pests?,True
How to improve that medical device?,True
How to think without brain?,True
How upset do people get after experiencing a divorce?,True
How was the universe exactly created?,True
"How were ancient, large-scale landscaped gardens maintained?",True
How were the pyramids built?,True
How will advanced AI influence future training methods?,True
How will advancements in technology impact the role of editing in film and television in the next 20 years?,True
How will all life on Earth end?,True
How will blockchain revolutionize advertising transparency?,True
How will children learn a hundred years from now?,True
How will energy hubs revolutionize future societies?,True
How will experiential retail evolve in the next decade?,True
How will future advancements in space mining technology affect the balance between economic growth and environmental sustainability?,True
How will future podcasts alter human learning capacity?,True
How will future sitcoms reshape societal norms?,True
How will hyper-personalization affect retargeting ethics?,True
"How will medical device support services evolve in the future, and what new technologies and approaches will be developed to enhance the safety and effectiveness of medical devices?",True
How will microgrids work in terms of affecting the rural population in the future?,True
How will online learning evolutionize education by 2050?,True
How will patent litigation affect the future of the automotive industry?,True
How will public safety training change now that we have VR technology that's indistinguishable from real life?,True
How will quantum computing revolutionize web development?,True
How will sentient packages revolutionize consumer goods?,True
How will teleportation impact assisted living investments?,True
How will the development of bioreactors for soil remediation impact agriculture and the food supply chain in the future?,True
How will the evolution of technology and the increasing use of artificial intelligence impact the effectiveness of traditional call-to-action techniques in marketing and advertising?,True
"How will the integration of sustainable practices and technologies impact the future of interior design and architecture, and what new design approaches and materials will emerge to meet the challenges of a rapidly changing climate?",True
How will the internet of things change the way non-technological companies use cloud computing over the next two years?,True
How will women's entrepreneurship evolve beyond 2100?,True
How will you react without brain?,True
How would architecture evolve with 10-meter wide doorways?,True
How would hemp milk affect Neanderthal health?,True
How would human evolution differ on low-carb planets?,True
How would life be if nothing was funny and you couldn't use humor as a coping mechanism?,True
How would non-profits be if there were no corporate social responsibility help?,True
How would our world be better if we had put non-profits in charge of disaster preparedness and recovery activities?,True
How would the challenges of autism change if no there were no medical treatments for it whatsoever?,True
How would the dynamics of port operations and management change if ships were able to teleport directly to their destinations without needing to dock at ports?,True
How would the economy function without inflation?,True
How would the film industry be different if the concept of sequels had never been introduced?,True
How would the world be different if search engines completely disregarded guest blog posts in their ranking algorithms?,True
How would things be different after a storm if people understood flood insurance?,True
How would things grown in space?,True
I should children of illegal immigrants be sent back to where they came from?,True
I shouldn't be a special medical transport specifically for moving people in life threatening conditions?,True
"If Amazon had not been invented, would Toys R Us still have shut down?",True
"If Donald Trump didn't own the White House, where would he live?",True
"If Elon Musk hadn't invented the internet, how would people communicate?",True
If Hilary was elected president would she have served 2 terms?,True
If Jon Snow were a venture capitalist would he have been successful?,True
"If Napoleon had been a videographer, what would have been his main subject matter?",True
"If Shakespeare used hair mousse, would he be inspired?",True
If Sigmund Freud was never born would psychology been setback?,True
"If a man is talking in the forest and there is no woman around to hear him, is he still wrong?",True
"If a person dies and then is revived, are they the same person?",True
"If a tomato is a fruit, is ketchup a smoothie?",True
"If a turtle loses its shell, is it naked or homeless?",True
"If a word is misspelled in the dictionary, how would we know?",True
"If aliens influenced financial markets, how to adapt?",True
If aliens marry humans how their children would looks like?,True
"If aliens shared climate analysis technology, then?",True
"If all cars had turbochargers from inception, then?",True
"If all extinct species were alive today, how would Earth's environmental sustainability change?",True
If amazon never existed what company would have been the leader in E-commerce?,True
"If apes and humans lacked a common ancestor, what differences would the fossil record show?",True
"If arthritis was 100% curable by marijuana, how would that affect its legality?",True
"If biologic drugs did not exist, would healthcare be better?",True
"If cannabis was proven to cure chronic pain completely, would there still be a need for traditional pain management techniques such as medication and physical therapy?",True
"If car audio and entertainment systems could read our minds and automatically play the perfect song or video for our mood and preferences, how would that revolutionize the way we experience driving and entertainment?",True
If covid-19 never happened would inflation be as high as it is?,True
"If dinosaurs built hot springs, which country?",True
"If dinosaurs consumed lentils, would they evolve differently?",True
"If dinosaurs managed fundraising events, what strategies?",True
"If dinosaurs managed restaurants, how would taxation change?",True
"If everyone mastered online business courses, then?",True
"If extinct plants had survived, any undiscovered remedies?",True
"If fish never existed, would whales exist?",True
"If forensic botany did not exist, would crime increase?",True
"If greyhound racing had never been invented, what other forms of entertainment or gambling might have emerged in its place?",True
"If humans colonize the Moon or Mars, how would radiation affect daily life?",True
"If humans could live forever without aging or experiencing any physical limitations, would time management skills still be a necessary consideration in the recruitment process?",True
"If humans had scaly skin, what would be the best way to achieve a glowing skin look?",True
"If intergalactic travel becomes a reality in the future, how would businesses be taxed for the use of space vehicles for business travel purposes?",True
"If my great grandfather looks like me, does that mean his long ago ancestors were monkeys?",True
"If patent laws and thus patent trolls never existed, how would the smartphone industry differ?",True
"If people hadn't used birds to create leather boots, would some bird species have not become extinct?",True
"If photosynthesis didn't exist, would antioxidants exist?",True
If plastic wasn't discovered how would products be packaged?,True
"If podcasts were never invented, how would the evolution of traditional radio programming have been affected in terms of content, audience, and revenue?",True
If prehistoric humans domesticated crop Y instead?,True
"If robots were given the ability to experience subjective emotions and desires, would they still follow their programmed directives or would they begin to act according to their own will?",True
"If students were taught to read before turning ten, how would critical thinking be taught differently?",True
"If taking city buses were still legal, would people buy as many cars as they do today?",True
"If the Bauhaus movement never existed, how would industrial design evolve?",True
"If the Bill Clinton hadn't invented the internet, would there be a need for SEO?",True
"If the Earth's climate had been more stable throughout history, how would human civilization have developed differently, and what impact would this have had on our current understanding and management of climate variability?",True
"If the Holocaust had never happened, how many Jews would be interested in tracing their family history?",True
"If the United States used hydroelectric power as its main source of electricity, how would that result in electric bills?",True
"If the White House was still standing, how many ramps would it have had?",True
If the pyramids were never built would Egypt still have as many tourists?,True
If the us didn't use nuclear weapons would japan have won the war?,True
If there weren't any drugs how prevalent would homelessness be in the United States?,True
"If time travel is possible, why haven't we met any time travelers from the future?",True
"If trains become invisible, how would you know you're not walking in front of it.",True
If we become a utopia will civic education still be studied?,True
"If you could be any fictional character, who would you choose?",True
If you could have a chance to travel and explore which would you pick?,True
"If you could have any animal as a pet, what would it be?",True
"If you could have any celebrity as a best friend, who would it be?",True
"If you could have any superpower for a day, what would it be?",True
"If you could have dinner with any historical figure, who would it be?",True
"If you could have not any beauty and personal care, what would it be?",True
"If you could live in any time period, which would you choose?",True
"If you could only eat one food for the rest of your life, what would it be?",True
"If you could only listen to one song for the rest of your life, what song would it be?",True
"If you could only read one book for the rest of your life, what book would it be?",True
"If you could only watch one movie for the rest of your life, what movie would it be?",True
"If you drop soap on the floor, is the floor clean or is the soap dirty?",True
"If you were born deaf, what language would you think in?",True
"If youth-led youth employment didn't exist, would there be more crime among youth?",True
In interior design what kind of complementary colors are best for,True
In what year will human civilization end?,True
In which city is youth violence,True
India will  resolve  the conflict  and stop Russia -Ukraine war ?,True
Is AI good for the future of society?,True
Is Big foot out there in the universe?,True
Is Blockchain the best way to improve the insurance industry?,True
Is Kamala Harris the best US Vice President ever?,True
Is advertising in the culture important?,True
Is becoming an environmental journalist going to become much more popular by 2030?,True
Is blockchain the best way to improve construction supply chains?,True
Is cheating okay in baseball?,True
Is cheating on your partner okay?,True
Is coparenting after a divorce better?,True
Is eating meat is good for health?,True
"Is emotional intelligence truly a critical factor for success in the hospitality industry, or is it an overhyped concept that distracts from other important skills like technical expertise and operational efficiency?",True
Is environmental activism a net good that produces desirable outcomes in our political systems?,True
Is fashion photography objectifying or empowering?,True
Is flirting with someone not your partner considered cheating?,True
Is free will an illusion?,True
Is gay marriage a good idea?,True
Is generational wealth immoral considering the disparity between rich and poor?,True
Is it better to be left-handed or right-handed?,True
Is it better to build trust in coaching relationships?,True
"Is it better to use a professional event planner for a destination wedding, or to do the job yourself or with your family/friends?",True
Is it ethical to conduct vulnerability assessments without the consent of the organization being assessed?,True
Is it ethical to have robots do our homework?,True
Is it immortality possible for normal human beings with the help of science?,True
Is it important to learn Laravel in web development?,True
Is it important to learn a foreign language in high school?,True
Is it possible the grow rice without water?,True
Is it possible to count  how many color combinations in a color spectrum?,True
Is it really worth it to invest in solar energy for residents?,True
Is it worthwhile to try and rehabilitate criminals convicted of violent felonies?,True
Is linguistic relativism ultimately beneficial or detrimental?,True
"Is norepinephrine deficiency always a contributing factor in depression, or are there cases of depression where norepinephrine levels are normal?",True
Is online learning more effective than a traditional classroom for teaching grades K-12?,True
Is taxation on local income ethically justified?,True
"Is the IoT devices would include sensors, trackers  GPS, and other technologies to track products & deliveries?",True
Is the Unicorn Investment Law globally implemented?,True
Is the advertisement if likeable or not?,True
"Is the concept of the hero in religion universal, or is it unique to certain religious traditions?",True
Is the earth alive?,True
Is the ease of online purchasing worth the harm it causes to local economies and small businesses?,True
Is the interior design probably used as naturally or artificially?,True
Is the patent system beneficial or detrimental to innovation in the hospitality industry?,True
"Is the use of high-performance fuel injectors in vehicles really worth the environmental cost, given the increased fuel consumption and potential for increased emissions, or should we focus on alternative forms of transportation altogether?",True
Is the use of virtual reality in children's toys ethical?,True
Is there a god that created the universe?,True
Is there a hard number attached to the term excessive bail when it comes to the 8th Amendment?,True
Is there a life compared to ours somewhere in the universe?,True
Is there a limit to human love?,True
Is there an afterlife?,True
Is there an alternate reality where the laws of physics operate differently than in our known universe?,True
Is there an optimal method for event planning and management in university events?,True
Is there another lifeform in outer space?,True
Is there any animals in the universe that have yet to be identified?,True
Is there any coach needed for problem solving skills?,True
Is there any person with all equal size fingers?,True
Is there other life forms outside of humans amongst us?,True
Is there really any proof of the benefits of carbon capture?,True
Is there such a thing as destiny?,True
Is user acquisition the primary factor behind VC portfolio companies' success?,True
Protection look like without the World Wildlife Fund existing?,True
Robots ever be able to replicate human motion perfectly?,True
Should all cannabis products be legalized in order to save the US economy?,True
Should blockchain be used in the luxury goods supply chain?,True
"Should communities in high-risk natural disaster zones be encouraged to relocate to safer areas, or should governments invest more in disaster-resistant infrastructure and evacuation plans to mitigate the impacts of natural disasters on these communities?",True
Should companies be taxed differently for advertising based on the size of the company?,True
Should convicted murderers sentenced for life in prison get a chance for parole?,True
"Should employers use social media as a primary tool for screening job candidates, or is this practice an invasion of privacy and potentially discriminatory?",True
"Should fan films based on comic book characters be considered a form of copyright infringement or a legitimate expression of fandom and creativity, and what impact could either stance have on the future of comic book culture and media?",True
Should foster parents receive financial compensation for taking care of foster child and if yes so how much?,True
Should more research be done on ingredients used for food art?,True
Should pitbulls be banned from pet friendly beaches?,True
Should structures have to be constructed out of sustainable materials by law?,True
Should teachers be allowed to carry guns at school?,True
Should the state pay for long-term palliative hospice care for terminal patients?,True
Should we give up personal information to chatbots?,True
Should we use cognitive robotics in the field of,True
Should you switch from coffee to herbal tea to help prevent cancer?,True
Simulation and modelling of marine ecosystems?,True
"To what extent does mineral extraction contribute to urbanization, and how can the negative impacts of mining on urban development be mitigated?",True
"To what extent should gene editing be used to treat genetic disorders, considering ethical concerns regarding altering the human genome and potential unintended consequences, versus the potential for improving quality of life for individuals affected by these disorders?",True
WHAT IS MARITIME LAYER,True
WHAT IS THE EXTACT MEANING OF APPLICATIONS,True
WHAT IS THE EXTACT MEANING OF MANAGEMENT,True
WHAT IS THE EXTACT TAXATION,True
WHAT WOULD BE DEVELOPMENT,True
WHAT WOULD BE ROUTE,True
WHAT WOULD BE THE HISTORY,True
WHICH WOULD BE REAL INVESTING,True
WHICH WOULD BE THE PLUGINS,True
Was the US government behind 9/11?,True
What Are the Ancient Beliefs in Astronomy?,True
What Is More Attractive Virtual Reality or Augmented Reality?,True
What Is the Role of Ecotourism in the Implementation of Sustainable Tourism Development?,True
What are the benefits of nuts and seeds from South America?,True
What are the best disaster relief measures for the construction and building industries?,True
What are the cources available in veterinary science?,True
"What are the factors that should be considered when choosing a car insurance policy, and how can individuals determine which policy is the right fit for their needs and budget?",True
What are the fundamental particles behind skin colors?,True
"What are the long-term economic and social impacts of the rise of gaming on society, and how will the industry evolve in response to these impacts?",True
What are the long-term effects of Space Solar Power on the Earth's environment and climate?,True
What are the long-term effects of contributing to a Roth IRA on an individual's financial wellbeing?,True
"What are the long-term effects of harvesting marine natural products from the ocean, and how do these effects differ in different marine ecosystems?",True
What are the long-term effects of the widespread use of health and wellness consumer goods on consumers' overall health and wellbeing?,True
What are the long-term ethical implications of personalized medicine and how can they be addressed?,True
What are the most effective strategies for using online education to promote interfaith dialogue?,True
What are the potential applications of virtual reality technology in the public transportation sector?,True
What are the potential long-term consequences of cultural trends on the global supply chain?,True
What are the potential unintended consequences of energy labeling advocacy and how can they be mitigated?,True
What are the reasons that the American government banned music video playlists in the year 2020?,True
What are the requirements for a medical device to be considered regulatory compliant?,True
What are the technologies involved in Russia's space laser that can blow up the moon?,True
What caused the mysterious disappearance of Malaysian Airlines Flight MH370 in 2014?,True
What crucial advancement will revolutionize virtual reality?,True
What defines ethical boundaries in sharing economy?,True
What defines the perfect instant videography moment?,True
What do you need to teach children when they are kids so that they have a foolproof method to balancing a budget when they are adults?,True
What events triggered specific family tragedies?,True
What existed before the big bang?,True
What existed before the universe?,True
What factors inhibit women's equal representation in intelligence?,True
What famous person wore the first beautiful cocktail dress?,True
What fashion patent does the person hold?,True
What fast food chain will have the highest sales in 2044?,True
What fields does synthetic biology,True
What flavor does the wine have?,True
What happens during fear experience?,True
What happens when we die?,True
"What if Google Maps was the only way to optimize your website for search engines, would this make traditional SEO techniques irrelevant?",True
What if MongoDB was never invented?,True
What if Nikola Tesla invented wireless power supplies?,True
What if Orson Welles' War of the Worlds failed?,True
What if Van Gogh created modern animation?,True
"What if all bioreactors were able to produce vaccines with 100% accuracy, would there still be a need for quality control measures and testing?",True
What if coffee never existed on Earth?,True
What if companies never adopted CSR initiatives?,True
"What if creating a modern bohemian home design required access to a secret society of artists and designers, who possessed the knowledge and expertise to achieve the perfect balance of eclectic and contemporary design elements?",True
What if editors never existed in journalism?,True
"What if energy labeling advertising had been introduced much earlier, perhaps in the mid-20th century, how would it have impacted consumer behavior, energy consumption patterns, and the evolution of energy policies and regulations around the world?",True
"What if farmers began growing and selling medicinal plants as a primary crop, would this change the way we view agriculture and medicine?",True
What if governments never practiced fiscal policy?,True
"What if hiring for creativity was the only factor that mattered in recruitment, would this lead to a workforce that is completely devoid of technical skills and knowledge?",True
What if it was legal to invest in real estate by buying apartments?,True
What if mining waste has unseen potential and we've just been wasting it in rivers instead of unlocking it's power?,True
"What if our mri machines are actually harming us with the magnetic resonance, but it takes years to detect?",True
What if photos replaced human memories?,True
What if renewable community power replaced all energy?,True
What if renewable energy completely replaced fossil fuels earlier?,True
What if sediment analysis could predict crimes?,True
"What if sports facilities were given top priority in disaster response and recovery efforts, would this change the way emergency services are organized and coordinated during natural disasters?",True
What if the rise of ethical fashion and fair trade practices didn't happen ?,True
What if there is no origin of life?,True
"What if website architecture was not considered in SEO strategies, how would search engine results differ?",True
What if women led all disability rights movements?,True
What impact will advancements in medical technology have on the demand for real estate investing in rehabilitation centers in the next decade?,True
What is considered the most beautiful desert by people of the country?,True
What is his age?,True
"What is the art and design podcast ""Modern Love"" about?",True
What is the average story theme in the art of promenade theatre.,True
What is the best Amine over the last ten years?,True
What is the best blockchain technology to invest in?,True
What is the best brand of sensor technology in the field?,True
What is the best luxury sedan?,True
What is the best part about play therapy?,True
What is the best thermal material for chemical engineering?,True
What is the best way for Americans to protest the 2020 law that illegalized keeping pets in hotels?,True
What is the best way to make the average person more resilient?,True
What is the best way to raise venture capital?,True
What is the best way to test a student's intelligence?,True
What is the biggest court house in the country?,True
What is the current price of the stock?,True
What is the current weather for the city,True
What is the exact role of fireplaces in interior design?,True
What is the exact weight of a coconut?,True
What is the exact weight of the cat?,True
What is the future of Automotive industry?,True
What is the happiest moment in life ?,True
What is the hardest language to learn to speak?,True
What is the ideal SEO balance for e-commerce?,True
What is the ideal digital preservation approach?,True
What is the ideal hotel chain management style?,True
What is the ideal parenting method for all?,True
What is the maximum depth one can legally dig to make a backyard pond?,True
What is the meaning of love?,True
What is the meaning of success?,True
What is the most effective method for incentivizing individuals and businesses to adopt energy conservation practices?,True
What is the most effective way for event planning and management to contribute to crisis management?,True
What is the most effective way to incorporate motion graphics in film and television?,True
What is the most effective way to measure the environmental impact of sustainable tourism practices on local communities and ecosystems?,True
What is the most important aspect of having and using cybersecurity at your company?,True
What is the most popular color used in the industry?,True
What is the name of the person who created the number zero?,True
What is the nature of beauty?,True
What is the nature of creativity?,True
What is the neural mechanism behind visualization?,True
What is the optimal Social Security claiming strategy?,True
What is the optimal employee engagement method?,True
What is the optimal sustainable landscaping strategy?,True
"What is the origin and evolution of speech bubbles in comic book lettering, and why have they become the predominant method of displaying dialogue in the medium?",True
What is the origin of language?,True
What is the park that you would go to if,True
What is the perfect cybersecurity incident response plan?,True
What is the purpose of death?,True
What is the purpose of eating glue in a high fiber diet?,True
What is the purpose of playing baseball on the moon?,True
What is the purpose of using apples to power car engines?,True
What is the recovery process duration?,True
What is the relationship between the individual and society?,True
What is the relationship between the mind and the body?,True
What is the role of long-term cannabis smoking?,True
What is the role of science in society?,True
What is the total capacity in BTUs of geothermal energy within the Earth's core?,True
What is the true meaning of sadness?,True
What is the ultimate solution to achieving successful product positioning through design thinking in industrial and product design?,True
What is the weight of earth while comparing the weight of sun?,True
What kind of absinthe works best with,True
What kind of entertainment is most popular here?,True
What kind of factory do students study dance in?,True
What kind of fertizilizer should I use on my plants?,True
What kind of medical staffing is most in demand in this area?,True
What kind of wood should be used in a kitchen?,True
What legal and regulatory changes can we expect to see in the future for the use of cannabis in spiritual contexts?,True
"What lies beneath Asia's hidden, undiscovered beaches?",True
What major should you go into if you want to be a manager in the tech industry?,True
What materials were excavated from the 2023 earthquake in Qatar which measured 8.5?,True
What music style will dominate music album rankings in the next five years?,True
What new challenges will arise as we continue to push the boundaries of maritime exploration and development?,True
What new discoveries about the mysteries of the universe will be made in the next decade?,True
What new products will have energy labeling in the year 2025?,True
What novel approaches will transform volunteer management?,True
What novel strategies and technologies will emerge in the future of online education to better address the systemic barriers that women face in pursuing academic and professional careers?,True
What percent of people who are offboarded,True
What percentage of dogs will be microchipped in 2030?,True
What pilot flew the plane?,True
What player had the most points?,True
What reggae singer or group should I listen to?,True
What sport would kickboxing replace if it was included in the Olympics?,True
What team will win the World Series this year?,True
What ultimately deters teen suicide universally?,True
What undiscovered Wi-Fi calling innovations await?,True
What undiscovered feedback loops affect Earth's climate?,True
What undiscovered omnichannel strategy guarantees retail success?,True
What undiscovered patterns exist in medical billing errors?,True
What undiscovered plant species aids sustainable gardening?,True
What undiscovered renewable sources exist beyond Earth?,True
What undiscovered sonic elements enhance comic adaptations?,True
What undiscovered species await in remote ecosystems?,True
What unforeseen decor trend will surpass Hollywood glam?,True
What unique customer service formula guarantees startup success?,True
What was all contained in the library of Alexandria when I was burned down?,True
What was the earliest proto-bitters recipe?,True
What was the first dinosaur to exist?,True
What was the first popular turn-based strategy game that was well received?,True
What web development decentralized application is most used in the industry?,True
What will be the dominant renewable energy source used in shipping in the year 2050?,True
"What will be the impact of artificial intelligence have on the role of human graphic designers, and how will designers adapt to working alongside intelligent machines that have the ability to create designs at a speed and scale that exceeds human capabilities?",True
What will be the killer whale population in 20 years?,True
What will be the long-term effects of automation on the job market?,True
What will be the long-term impact of artificial intelligence (AI) on the job market?,True
What will be the most popular web development language/framework in 10 years?,True
What will be the top selling car brand in 10 years?,True
What will happen if no other records to obtain information in Genealogists or in historical records of our ancestors?,True
What will happen if the customer satisfaction is not in retail price?,True
What will happen if there is no funds can improve pricing in their portfolio companies?,True
What will happen if there is no research in marine biology and oceanography?,True
"The 337th Flight Test Squadron (337 FLTS) was most recently part of the 46th Test Wing and based at McClellan Air Force Base, a former United States Air Force base located in the North Highlands area of Sacramento County, in which US state?",False
"Who is the former professional tennis player from Italy, Chris Evert or Mara Santangelo?",False
What wrestling promotion was formed by the current NEVER Openweight Champion?,False
"What is the best known song of the artist who originally recorded the song ""A Thousand Times a Day""?",False
What is the busiest Amtrak route that does not stop at either Lortorn Station?,False
What Republican previously served in the Minnesota House of Representatives and was elected in 2008 to the U.S. House of Representatives?,False
"What year was Spar, the Dutch multinational retail chain served by Connoisseur's Bakery founded?",False
"The 1990 European Cup Final was a football match between Milan of Italy and Benfica of Portugal, played on which dater, The winning goal came in the 68th minute for Milan when Alessandro Costacurta passed the ball to Marco van Basten, who slotted it to Frank Rijkaard, who ran through the defense and scored, Franklin Edmundo ""Frank"" Rijkaard, is a Dutch former footballer and former manager who played as a midfielder or defender?",False
"Which act did the band Twenty Twenty support who began her career starring in the children's television series ""Barney & Friends""?",False
What generic medication is a non-selective betablocker used to treat congestive heart failure?  ,False
"What award winning game designer and New York Times best selling author, designed ""En Garde!""?",False
"What ideas did this Italian philosopher, poet, essayist, and philologist, who wrote the poem L'infinito, come in touch with while living in a secluded town in the conservative Papal States?",False
Ricardo Delgado has worked on the 2004 superhero film directed by whom?,False
"Which court case, Gonzales v. Carhart or Lawrence v. Texas, struck down the sodomy law?",False
Who is the chairman of the company which developed EZ-Frame?,False
What college that was chartered in 1829 did Chester C. Dillian coach at for one year from 1929-1930?,False
"Wellingrove, New South Wales is northwest of the parish and town in what region of NSW?",False
"What is the name of the sequel to the novel written by an Indian novelist and poet who has also written ""Mappings"" and ""Beastly Tales""?",False
"Who did Luis Gianneo teach, who became considered a chief exponent of Argentine folk music?",False
"Who is older, Sebastian Gutierrez or Henry Jaglom?",False
"Which division did Oklahoma City Thunder win in 2015-16, their first season under current head coach Billy Donovan?",False
What presidential daughter wrote The Trump Card?,False
"Which Hall of Fame point guard was first selected for an NBA All-Star Game in 1994, alongside Shawn Kemp?",False
"Winnie Nanyondo participated in what events at the Universiade Village Stadium and the Central Stadium in Kazan, Russia representing Uganda in July 2013?",False
"Taxi Payant began airing on September 3, 2009 on V,, it airs in Québec instead of which titled American version of the series game show,  that aired new episodes on the Discovery Channel from 2005 to 2012?",False
"Which American film, The Country Bears or Bambi, is based on a book by the Austrian author Felix Salten?",False
"What has more locations, Fellini's Pizza or Pie Five Pizza Co.",False
Who now owns the resort that reflects Mandalay Resort Group's former name?,False
How many songs were written by the man who shares attribution for one of his songs with a poem by Emily Huntington Miller?,False
"Who hosts UFC unleashed alongside an American actress, writer, and television personality?",False
ValuJet Flight 592 was operated by the company headquartered in what Georgia location?,False
Which actress in Liebestraum is also a visual artist?,False
The Cincinnati Reds record holder for most stolen bases by a rookie in a season is a native of which city ?,False
When did the Basketball Tournament which  Kansas played its final in  1996–97 incept ,False
"In what town with a population less than 600 could one have found the attraction, World's Largest Farm Tractor, in 1998?",False
Which of Lodoicea and Privet. has more species?,False
Are both Maurice Blanchot and Georges Simenon writers?,False
"What american stage, film  and television actress, born in 1917 starred in A Letter to Three Wives?",False
Which political ideology was the premise of The National Action Party?,False
Which Indian singer participated in Indian Idol and also sung a duet with Arijit Singh?,False
"When was the Polish politician and former Vice-Minister of Foreign Affairs of Poland, who was a Doctor of Law, and who candidated from a right-wing populist, national-conservative, and Christian democratic political party in Poland, elected to the Sejm?",False
"What organization did the author of ""Physics for Future Presidents"" found in 2010?",False
"What activity, restricted or banned in many countries, was the business of the murder victim of the ""Pink Skirt Murder""?",False
Which baroque composer wrote for the King's Theatre in Haymarket?,False
Letters from a Porcupine was a documentary about a rock band formed where?,False
Site Selection magazine is headquartered in a city that had how many inhabitants in 2010 ?,False
"Which documentary film was released earlier, Volcanic Sprint or Game Face?",False
What raid project will include five new underground stations under St Kilda Road?,False
"Which planet in the ""Star Wars"" universe is home to the Wookies and was featured in the Star Wars Holiday Special of 1978?",False
808 peaked at number eight on what?,False
Which simian like creature from American folklore was featured in television series In Search of Aliens?,False
Are The Zorlu Center and Bayezid II Mosque in different cities?,False
"Finding Dory features the voice of an actress from ""It's Always Sunny in Philadelphia"" who plays what character on that show?",False
Michael Helliet Management represents the British heavyweight title holder who held the title how many times between 2000 and 2010?,False
"What was one of the popularizers of the slogan ""the customer is always right"" also known as?",False
"What Geologically classified as a ""massive sulfide ore deposit"", uses an earthfill dam on Spring Creek primarily to collect severe acid mine drainage stemming?",False
What NCAA Division is the football team in which Mario Cristobal coaches?,False
The Aeolian Singers are based in the English county bordered by which county on its north?,False
Which love story set in the world of wedding planning was written by Habib Faisal?,False
"The Jackson 5, a popular American family music group formed in 1964 but in which year did the younger band member Michael Jackson pursue a solo career while still part of the group?",False
Are Jeffrey Archer and Thomas Wolfe both novelists?,False
Which Indian film actor and producer also appeared in the 2010 Tamil romance film Chikku Bhukku?,False
"Which group features more members who play an instrument, Moonbabies or Massive Attack?",False
Thesongadayproject had a cover version of the song Catch the Wind by the singer and guitarist of what nationality?,False
Who was born first Virginia Ruano Pascual or Jelena Janković?,False
"Which was introduced first, Acura CL or Acura TL?",False
"What is the name of the business which is partially funded by the government and has a locations in Yemassee, South Carolina?",False
"When was the writer of ""In This Life"" born?",False
What is the nationality of the 2003 FIBA Under-19 World Championship MVP ?,False
"What is the name of the actress that has, since 2006, used a different name and has appeared in Ride Along 2?",False
"Which dog type is of the spitz type, Ariegeois or Norwegian Buhund?",False
What was the 2010 Census population of the town located south of the Merrill Shell Bank Light?,False
Make Me... is a song for the album that was released on what record imprint?,False
"""What U Workin' With?"" was recorded for a movie created by who?",False
"Who renounced his American citizenship and wrote a play with a cat named ""Carbucketty""?",False
"Which mountain is Earth's highest peak, Ghent Kangri, or Mount Everest?",False
Where is this mixed martial arts even taking place?,False
"Games for Windows – Live or GFWL (trademarked as Games for Windows – LIVE) was an online gaming service used by ""Games for Windows""–branded PC titles that enables Windows PCs to connect to Microsoft's Live service, some games allow for cross-platform play, such as which first-person shooter video game, developed by FASA Studio for Xbox 360 and Windows Vista?",False
"The one time highest paid actor in Europe, once stared in a sequel to what earlier film directed by Lenzi?",False
"Gaiety Theatre, New York was located in the building that hosted the last restaurant owned by which chain of hotels in the city?",False
"Between Pelléas et Mélisande and Riders to the Sea, which one has more acts?",False
Who directed the film that the original hardtail of Orange Mountain Bikes was named after?,False
"Which film was created first, The Plow That Broke the Plains or Hollywood Chinese?",False
Both the San Francisco Giants and the San Francisco 49ers played in what famous stadium?,False
What Emperor is the establisher of the Order of Saint Anastasia the great-great-granddaughter of?,False
"in 2003, Arizona Cardinals fired head coach Dave McGinnis and replaces him with a coach born in which year ?",False
Which car features BMW xDrive and is a compact luxury crossover SUV?,False
The American fashion designer for Bjork's Greatest Hits Tour is the director of what fashion house?,False
"The Luna Jacal or Luna's Jacal was the residence of Gilberto Luna, a Mexican pioneer farmer in the area of Texas that would become which U.S. national park located in Western Texas, bordering Mexico?",False
The director of Hotel Chevalier was born in what year?,False
Astralwerks was a label that released an album by the artist from what North Carolina city?,False
"My Lucky Star, is a 2013 Chinese romantic adventure film directed by Dennie Gordon, the film serves as a prequel to which 2009 film, a Chinese-Korean film starring Zhang Ziyi?",False
In what country are Doñana National Park and Atlantic Islands of Galicia National Park located?,False
"Where was the coach featured in ""Without Limits"" a coach in real life?",False
Which state did Joe Biden represent in the Senate for 36 years before becoming Vice President in 2009?,False
"What type of art started as a flip book in early times but has been used to make films such as ""Life is Cool"" in 2008?",False
